kniha;castka;nazev_subjektu;ICO;evidencni_cislo;datum_evidence;popis
08 - Odbor krizového řízení;787185;KH SERVIS spol.s r.o.;45279748;70800661;2007-11-12;opravy a udržování
08 - Odbor krizového řízení;764932;KH SERVIS a.s.;45279748;90800321;2009-06-17;akce č. 40459 - Rozšíření a integrace MKS
08 - Odbor krizového řízení;702000;KH SERVIS a.s.;45279748;100800729;2010-11-11; akce č. 40459 - Rozšíření a integrace MKS - sml. 4654/2010
08 - Odbor krizového řízení;590002;KH SERVIS spol.s r.o.;45279748;60800310;2006-06-13;
40 - Odbor informatiky;576000;KH SERVIS a.s.;45279748;104001555;2010-11-23;2298/2010/DIL - dodávka a montáž integrace kamerového systému TSK do MKS včerně vytvoření bezpeč.přístupové vrstvy MKS - MČ
08 - Odbor krizového řízení;520625;KH SERVIS spol.s r.o.;45279748;60800610;2006-11-27;
08 - Odbor krizového řízení;498848;KH SERVIS spol.s r.o.;45279748;50801109;2005-12-15;
08 - Odbor krizového řízení;495040;KH SERVIS a.s.;45279748;90800790;2009-12-14;akce č. 40459 - rozšíření a integrace MKS
08 - Odbor krizového řízení;494676;KH SERVIS a.s.;45279748;110800824;2011-12-15;obj. č. 105/2011 - nákup materiálu j.n. - akumulátory
08 - Odbor krizového řízení;480677;KH SERVIS spol.s r.o.;45279748;70800307;2007-05-31;nákup služeb - přemístění KS
08 - Odbor krizového řízení;480677;KH SERVIS spol.s r.o.;45279748;70800158;2007-03-02;nákup služeb - přemístění KS
08 - Odbor krizového řízení;466073;KH SERVIS spol.s r.o.;45279748;20800317;2002-06-07;
08 - Odbor krizového řízení;449936;KH SERVIS spol.s r.o.;45279748;40801050;2004-11-24;
08 - Odbor krizového řízení;423720;KH SERVIS a.s.;45279748;100800527;2010-08-26;opravy a udržování - obj. 24/2010
08 - Odbor krizového řízení;409289;KH SERVIS spol.s r.o.;45279748;80800779;2008-12-15;drobný hmotný majetek
40 - Odbor informatiky;393250;KH SERVIS a.s.;45279748;134000236;2013-03-08;2299/2010/INO - Integrace kamerového systému TSK do MKS - 01/13
40 - Odbor informatiky;393250;KH SERVIS a.s.;45279748;134000217;2013-03-05;2299/2010/INO - Integrace kamerového systému TSK do MKS - 02/13
40 - Odbor informatiky;393250;KH SERVIS a.s.;45279748;134000303;2013-04-04;2299/2010/INO - Integrace kamerového systému TSK do MKS - 03/13
40 - Odbor informatiky;393250;KH SERVIS a.s.;45279748;134000440;2013-05-14;2299/2010/INO - Integrace kamerového systému TSK do MKS - 04/13
40 - Odbor informatiky;393250;KH SERVIS a.s.;45279748;134000555;2013-06-20;2299/2010/INO - Integrace kamerového systému TSK do MKS - 05/13
40 - Odbor informatiky;393250;KH SERVIS a.s.;45279748;134000669;2013-07-17;2299/2010/INO - Integrace kamerového systému TSK do MKS - 06/13
40 - Odbor informatiky;393250;KH SERVIS a.s.;45279748;134000739;2013-08-12;2299/2010/INO - Integrace kamerového systému TSK do MKS - 07/13
40 - Odbor informatiky;393250;KH SERVIS a.s.;45279748;134000798;2013-09-04;2299/2010/INO - Integrace kamerového systému TSK do MKS - 08/13
40 - Odbor informatiky;393250;KH SERVIS a.s.;45279748;134000888;2013-10-01;2299/2010/INO - Integrace kamerového systému TSK do MKS - 09/13
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114001423;2011-12-09;2299/2010/INO - Integrace kamerového systému TSK do MKS 11/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114001272;2011-11-04;  2299/2010/INO - Integrace kamerového systému TSK do MKS - 10/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114001101;2011-10-04; 2299/2010/INO - Integrace kamerového systému TSK do MKS - 09/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114001066;2011-09-23;2299/2010/INO - Integrace kamerového systému TSK do MKS - 08/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114000896;2011-08-04;2299/2010/INO - Integrace kamerového systému TSK do MKS - 07/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114000790;2011-07-12;2299/2010/INO - Integrace kamerového systému TSK do MKS - 06/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114000633;2011-06-01;2299/2010/INO - Integrace kamerového systému TSK do MKS - 05/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114000519;2011-05-04;2299/2010/INO - Integrace kamerového systému TSK do MKS - 04/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114000408;2011-04-05;2299/2010/INO - Integrace kamerového systému TSK do MKS 03/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114000317;2011-03-11;2299/2010/INO - Integrace kamerového systému TSK do MKS - 02/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114000174;2011-02-07;2299/2010/INO - Integrace kamerového systému TSK do systému MKS 01/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114000125;2011-01-17;2299/2010 - podpora - integrace kamer.sys. TSK do sys. MKS
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;114000040;2010-12-27;2299/2010/INO - Integrace kamerového systému TSK do systému MKS - servisní podpora - 11/12 - MČ
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124001045;2012-12-04;2299/2010/INO - Integrace kamerového systému TSK do MKS - 11/12 - servisní podpora
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000957;2012-11-02;2299/2010/INO - Integrace kamerového systému TSK do MKS - 10/12 - servisní podpora
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000830;2012-10-02;2299/2010/INO - Integrace kamerového systému TSK do MKS - 09/12 - servisní podpora
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000707;2012-08-06;2299/2010/INO - Integrace kamerového systému TSK do MKS - 07/12 - servisní podpora
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000603;2012-07-10;2299/2010/INO - Integrace kamerového systému TSK do MKS - 06/12 - servisní podpora
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000512;2012-06-05;2299/2010/INO - Integrace kamerového systému TSK do MKS - 05/12 - servisní podpora
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000426;2012-05-04;2299/2010/INO - Integrace kamerového systému TSK do MKS - podpora - 04/12
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000378;2012-04-13;2299/2010/INO - Integrace kamerového systému TSK do MKS - 03/12
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000275;2012-03-12;2299/2010/INO  - Integrace kamerového systému TSK do MKS za měsíc únor 2012.
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000766;2012-08-31;2299/2010/INO - Integrace kamerového systému TSK do MKS - 08/12 - servisní podpora
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000154;2012-02-07;2299/40/03/2010/INO - Integrace kamerového systému TSK do MKS za měsíc leden 2012.
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;124000128;2012-01-24;2299/2010/INO -  Integrace kamerového systému TSK do MKS - 12/11
40 - Odbor informatiky;390000;KH SERVIS a.s.;45279748;134000066;2013-01-11;2299/2010/INO - Integrace kamerového systému TSK do MKS - 12/12
08 - Odbor krizového řízení;386964;KH SERVIS spol.s r.o.;45279748;60800724;2006-12-14;
08 - Odbor krizového řízení;379080;KH SERVIS a.s.;45279748;110800585;2011-09-26;akce č. 40459 - sml. 4905Městský kamerový systém - rozšíření a integrace
08 - Odbor krizového řízení;355020;KH SERVIS spol.s r.o.;45279748;20800060;2002-03-18;
08 - Odbor krizového řízení;343660;KH SERVIS a.s.;45279748;90800748;2009-12-10;opavy a udržování obj. č. 70/2009
08 - Odbor krizového řízení;322536;KH SERVIS spol.s r.o.;45279748;20800013;2002-01-14;
08 - Odbor krizového řízení;318563;KH SERVIS a.s.;45279748;90800745;2009-12-10;opravy a udržování - obj. č. 65/2009
08 - Odbor krizového řízení;316505;KH SERVIS spol.s r.o.;45279748;70800658;2007-11-09;drobný hmotný majetek
08 - Odbor krizového řízení;316052;KH SERVIS spol.s r.o.;45279748;60800173;2006-03-23;
08 - Odbor krizového řízení;309007;KH SERVIS a.s.;45279748;90800493;2009-08-14;opravy a udržování - obj. č. 0033/2009
08 - Odbor krizového řízení;309000;KH SERVIS a.s.;45279748;110800562;2011-09-09;akce č. 40459 - sml. 4905 -Městský kamerový systém - rozšíření a integrace
08 - Odbor krizového řízení;303475;KH SERVIS spol.s r.o.;45279748;80800231;2008-05-14;opravy a udržování
40 - Odbor informatiky;301290;KH servis  a.s.;45279748;144000316;2014-03-04;3040/2013/INO - podpora pro MKS 02/14
40 - Odbor informatiky;301290;KH servis  a.s.;45279748;144000656;2014-05-06;3040/2013/INO - podpora pro MKS 04/14
40 - Odbor informatiky;301290;KH servis  a.s.;45279748;144000556;2014-04-03;3040/2013/INO - podpora pro MKS 03/14
08 - Odbor krizového řízení;275284;KH SERVIS a.s.;45279748;90800520;2009-09-03;Rozšíření a integrace MKS - akce č. 40459
40 - Odbor informatiky;274821;KH SERVIS a.s.;45279748;134001038;2013-11-11;2299/2010/INO - Integrace kamerového systému TSK do MKS - 10/13
08 - Odbor krizového řízení;263542;KH SERVIS a.s.;45279748;110800701;2011-11-08;obj. 44/2011 - nákup  DHDM (elektropanely a rozvaděče APC)
08 - Odbor krizového řízení;241994;KH SERVIS spol.s r.o.;45279748;60800172;2006-03-23;
08 - Odbor krizového řízení;230000;KH SERVIS a.s.;45279748;90800758;2009-12-10;opravy a udržování - obj. č. 74/2009
08 - Odbor krizového řízení;219329;KH SERVIS spol.s r.o.;45279748;40800367;2004-06-02;
08 - Odbor krizového řízení;216000;KH SERVIS a.s.;45279748;100800370;2010-07-01; opravy a udržování - obj. č. 0044/2010
40 - Odbor informatiky;210000;KH SERVIS a.s.;45279748;104001557;2010-11-23;2298/2010/DIL - integrace TSK do MKS - zkušební provoz - MČ
08 - Odbor krizového řízení;206520;KH SERVIS a.s.;45279748;110800859;2011-12-16;obj. č.124/2011 - opravy a udržování monitorovací stěny na monitorovacím pracovišti OŘ PČR
08 - Odbor krizového řízení;202300;KH SERVIS spol.s r.o.;45279748;80800780;2008-12-15;nákup služeb
08 - Odbor krizového řízení;202300;KH SERVIS spol.s r.o.;45279748;80800781;2008-12-15;nákup služeb
08 - Odbor bezpečnosti a krizového řízení;200364;KH SERVIS a.s.;45279748;140800040;2014-01-07;obj.č. BKR 39/2013 - technologie pro integraci kamer MČ Praha Lochkov
08 - Odbor bezpečnosti a krizového řízení;199880;KH SERVIS a.s.;45279748;130800832;2013-12-11;obj. č. BKR 15/2013 - opětovná montáž kamery - poliklinika Budějovická - Slivenec
08 - Odbor bezpečnosti a krizového řízení;199880;KH SERVIS a.s.;45279748;130800797;2013-12-05;obj. č.BKR 12/2013 - oprava - montáž kamery VO 102760
08 - Odbor krizového řízení;198480;KH SERVIS a.s.;45279748;110800273;2011-05-23;obj. 13/2011 opravy a udržování - demontáž a opětovná montáž kameryna autobusovém nádr. Florenc
08 - Odbor bezpečnosti a krizového řízení;196952;KH SERVIS a.s.;45279748;130800829;2013-12-10;obj.č. BKR 14/2013- demontáž a montáž kamerového stanoviště Štvanice - Dubeč
08 - Odbor krizového řízení;191864;KH SERVIS a.s.;45279748;90800492;2009-08-14;opravy a udržování - obj. č. 0028/2009
08 - Odbor krizového řízení;184832;KH SERVIS spol.s r.o.;45279748;80800280;2008-06-12;opravy a udržování
08 - Odbor krizového řízení;182944;KH SERVIS spol.s r.o.;45279748;80800271;2008-06-05;opravy a udržování
08 - Odbor krizového řízení;178500;KH SERVIS spol.s r.o.;45279748;30800736;2003-10-10;
08 - Odbor krizového řízení;175049;KH SERVIS a.s.;45279748;90800601;2009-10-20;opravy a udržování
40 - Odbor informatiky;174000;KH SERVIS a.s.;45279748;104001556;2010-11-23; 2298/2010/DIL - integrace TSK do MKS - školení uživatelů - MČ
08 - Odbor krizového řízení;172080;KH SERVIS a.s.;45279748;100800866;2010-12-15;opravy a udržování obj. č. 112/2010
08 - Odbor krizového řízení;163738;KH SERVIS spol.s r.o.;45279748;40801347;2004-12-22;
08 - Odbor krizového řízení;159817;KH SERVIS spol.s r.o.;45279748;50800978;2005-11-10;
40 - Odbor informatiky;150645;KH servis  a.s.;45279748;144000173;2014-02-03;3040/2013/INO - podpora pro MKS 01/14
40 - Odbor informatiky;150645;KH servis  a.s.;45279748;144000701;2014-05-21;3040/2013/INO - podpora pro MKS  - do 15.5.2014 - smlouva vyčerpána
08 - Odbor krizového řízení;142265;KH SERVIS spol.s r.o.;45279748;40801346;2004-12-22;
08 - Odbor krizového řízení;141384;KH SERVIS a.s.;45279748;100800335;2010-06-18; opravy a udržování obj. 31/2010
08 - Odbor bezpečnosti a krizového řízení;140914;KH SERVIS a.s.;45279748;130800800;2013-12-05;obj.č. BKR 77/2013 nákup  2ks licence ECC 2ks Esri 2ks WinSvr
08 - Odbor krizového řízení;140408;KH SERVIS spol.s r.o.;45279748;80800382;2008-07-14;nákup služeb - zabezpečení
08 - Odbor krizového řízení;135999;KH SERVIS a.s.;45279748;90800604;2009-10-26;Opravy a udržování - obj.č. 08/2008
08 - Odbor krizového řízení;135381;KH SERVIS spol.s r.o.;45279748;50800941;2005-10-31;
08 - Odbor krizového řízení;129049;KH SERVIS spol.s r.o.;45279748;70800085;2007-01-19;opravy a udržování
08 - Odbor krizového řízení;128520;KH SERVIS spol.s r.o.;45279748;70800159;2007-03-02;nákup služeb - přemístění CB CSI
08 - Odbor krizového řízení;126202;KH SERVIS spol.s r.o.;45279748;20800062;2002-03-18;
08 - Odbor bezpečnosti a krizového řízení;126000;KH SERVIS a.s.;45279748;130800034;2013-01-09;obj. č. BKR 39/2012 - dodávka a instalace SW
08 - Odbor krizového řízení;118619;KH SERVIS a.s.;45279748;90800579;2009-10-07;opravy a udržování - obj.č. 0033/2009
08 - Odbor bezpečnosti a krizového řízení;117528;KH SERVIS a.s.;45279748;120800250;2012-05-04;obj. č. 16/11 opravy a udržování kamery č. 1311
08 - Odbor krizového řízení;117513;KH SERVIS spol.s r.o.;45279748;70800308;2007-05-31;nákup služeb - obměna vč. montáže kamery
40 - Odbor informatiky;117450;KH SERVIS a.s.;45279748;124000374;2012-04-13;Obj.124020082  - na základě sml. vytvoření bezpečného rozhraní sítí MKS a DP Metro k 11.4.2012
08 - Odbor bezpečnosti a krizového řízení;117370;KH SERVIS a.s.;45279748;140800514;2014-08-13;BKR 30/2014 služby zajišťující servis - podpora pro MKS (IKS) - červenec 2014
08 - Odbor bezpečnosti a krizového řízení;115233;KH SERVIS a.s.;45279748;130800681;2013-10-21;obj.č. 34/13 - opětovná montáž kamery
08 - Odbor krizového řízení;114811;KH SERVIS spol.s r.o.;45279748;80800174;2008-04-07;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;114720;KH SERVIS a.s.;45279748;120800680;2012-11-02;obj. č. BKR 29/12 - nákup materiálu j.n. (4x lampa do projekční stěny)
08 - Odbor krizového řízení;114359;KH SERVIS spol.s r.o.;45279748;40800633;2004-08-17;
08 - Odbor krizového řízení;110664;KH SERVIS spol.s r.o.;45279748;80800608;2008-11-04;opravy a udržování
08 - Odbor krizového řízení;108314;KH SERVIS spol.s r.o.;45279748;70800816;2007-12-13;nákup služeb obj. č. 0013482
08 - Odbor krizového řízení;105800;KH SERVIS spol.s r.o.;45279748;80800411;2008-07-16;opravy a udržování MKS
08 - Odbor krizového řízení;105740;KH SERVIS spol.s r.o.;45279748;80800375;2008-07-10;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;103968;KH SERVIS a.s.;45279748;120800815;2012-12-13;obj. BKR 46/12 - oprava klimatizace MKS na OŘ PČR I.
08 - Odbor krizového řízení;102408;KH SERVIS spol.s r.o.;45279748;80800374;2008-07-10;opravy a udržování
08 - Odbor krizového řízení;102408;KH SERVIS spol.s r.o.;45279748;80800373;2008-07-10;opravy a udržování
08 - Odbor krizového řízení;102408;KH SERVIS spol.s r.o.;45279748;80800372;2008-07-10;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;97502;KH SERVIS a.s.;45279748;130800571;2013-08-26;obj. BKR 46/2013 opravy technologií poškozených bouřkou ze dne 29.07.2013
08 - Odbor krizového řízení;97092;KH SERVIS a.s.;45279748;100800251;2010-05-12;opravy a udržování obj. č. 26/2010
08 - Odbor krizového řízení;93544;KH SERVIS spol.s r.o.;45279748;50801111;2005-12-15;
08 - Odbor krizového řízení;93534;KH SERVIS spol.s r.o.;45279748;80800602;2008-10-31;opravy a udržování - MKS
08 - Odbor bezpečnosti a krizového řízení;92565;KH SERVIS a.s.;45279748;130800497;2013-07-25;obj.č. BKR/OBJ/037/13 - opravy a údržba - dodání lamp
08 - Odbor krizového řízení;92225;KH SERVIS spol.s r.o.;45279748;70800208;2007-04-10;nákup služeb - kamerové zkoušky
08 - Odbor krizového řízení;91701;KH SERVIS a.s.;45279748;90800509;2009-08-26;opravy a udržování - obj. č. 0029/2009
08 - Odbor krizového řízení;89786;KH SERVIS spol.s r.o.;45279748;50800084;2005-02-23;
08 - Odbor bezpečnosti a krizového řízení;88620;KH SERVIS a.s.;45279748;130800569;2013-08-26;BKR 35/2013 opravy a udržování - demontáž a montáž kamery (U Sparty/Jana Zajíce na Podolské nábřeží/Jeremenkova)
08 - Odbor krizového řízení;88605;KH SERVIS spol.s r.o.;45279748;70800549;2007-09-25;nákup služeb - demontáž a montáž
08 - Odbor krizového řízení;88056;KH SERVIS spol.s r.o.;45279748;20800046;2002-03-05;
08 - Odbor bezpečnosti a krizového řízení;86522;KH SERVIS a.s.;45279748;130800798;2013-12-05;obj. č. BKR 75/2013 nákup DHM - dodávka 2ks LCD monitorů a 2ks PC Dell Precision
08 - Odbor bezpečnosti a krizového řízení;86317;KH SERVIS a.s.;45279748;130800787;2013-12-02;obj. č. BKR 62/2013 - opravy a údržba - integrace 3ks kamer MČ Praha 17
08 - Odbor bezpečnosti a krizového řízení;83853;KH SERVIS a.s.;45279748;140800794;2014-12-08;obj. č. BKR 76/2014 oprava - oprava klimatizační jednotky
08 - Odbor bezpečnosti a krizového řízení;81796;KH SERVIS a.s.;45279748;140800836;2014-12-15;obj. č. BKR 63/2014 oprava a rekonstrukce kabelového vedení
08 - Odbor bezpečnosti a krizového řízení;79328;KH SERVIS a.s.;45279748;140800515;2014-08-13;BKR 37/2014 oprava technologií MKS při bouřce dne 7.7.2014
08 - Odbor krizového řízení;71952;KH SERVIS a.s.;45279748;100800567;2010-09-16; opravy a udržování - obj.č. 0065/2010
08 - Odbor krizového řízení;71880;KH SERVIS a.s.;45279748;100800157;2010-03-24;nákup služeb - na základě obj. č. 2/10 ze dne 11.3.2010 vypracování projektové dokumentace k výstavbě  kamer MKS
08 - Odbor krizového řízení;71580;KH SERVIS a.s.;45279748;100800756;2010-11-22;opravy a udržování obj. č. 94/2010
08 - Odbor krizového řízení;70473;KH SERVIS spol.s r.o.;45279748;50800864;2005-10-03;
08 - Odbor krizového řízení;67426;KH SERVIS spol.s r.o.;45279748;50800772;2005-08-15;
08 - Odbor krizového řízení;66188;KH SERVIS spol.s r.o.;45279748;80800479;2008-08-27;nákup služeb - upgrade PC pracoviště
08 - Odbor krizového řízení;65450;KH SERVIS spol.s r.o.;45279748;50800534;2005-06-15;
08 - Odbor krizového řízení;64974;KH SERVIS a.s.;45279748;90800746;2009-12-10;opravy a udržování obj. č. 72/2009
08 - Odbor krizového řízení;64855;KH SERVIS spol.s r.o.;45279748;50800666;2005-07-11;
08 - Odbor krizového řízení;64445;KH SERVIS spol.s r.o.;45279748;50800898;2005-10-12;
08 - Odbor krizového řízení;62475;KH SERVIS spol.s r.o.;45279748;30800504;2003-07-14;
08 - Odbor krizového řízení;62222;KH SERVIS spol.s r.o.;45279748;60800171;2006-03-23;
08 - Odbor krizového řízení;61200;KH SERVIS a.s.;45279748;100800865;2010-12-15;opravy a udržování obj. č. 111/2010
08 - Odbor bezpečnosti a krizového řízení;60379;KH SERVIS a.s.;45279748;130800613;2013-09-17;obj. BKR 43/2013 servis a údržba klimatizačních jednotek
08 - Odbor bezpečnosti a krizového řízení;60185;KH SERVIS a.s.;45279748;130800579;2013-09-02;obj. BKR 49/2013 oprava technologií poškozených bouřkou dne 29.7.2013
08 - Odbor krizového řízení;59772;KH SERVIS a.s.;45279748;100800815;2010-12-09; opravy a udržování obj. č. 99/2010
08 - Odbor krizového řízení;59640;KH SERVIS a.s.;45279748;100800816;2010-12-09; opravy a udržování obj. č. 101/2010
08 - Odbor krizového řízení;59640;KH SERVIS a.s.;45279748;110800699;2011-11-08;obj. č.101/2011 - opravy a udržování - pravidelná roční profilaxe
08 - Odbor bezpečnosti a krizového řízení;59640;KH SERVIS a.s.;45279748;120800726;2012-11-21;obj. č. BKR 34/12 opravy a udržování - profylaktická kontrola a prohlídka UPS
08 - Odbor krizového řízení;58188;KH SERVIS a.s.;45279748;110800573;2011-09-19;obj. 69/2011 - demontáž kamery- opravy a udržování
08 - Odbor krizového řízení;58152;KH SERVIS a.s.;45279748;100800585;2010-09-24;oprava el. přípojky - obj. 69/10
08 - Odbor bezpečnosti a krizového řízení;58024;KH SERVIS a.s.;45279748;130800801;2013-12-05;obj.č. BKR 80/2013 nákup DHM - zřízení 2 monitorovacích pracovišť MKS
08 - Odbor krizového řízení;56823;KH SERVIS spol.s r.o.;45279748;80800126;2008-02-27;nákup služeb - úpravy PC na OS MP
08 - Odbor krizového řízení;56525;KH SERVIS spol.s r.o.;45279748;60800598;2006-11-22;
08 - Odbor krizového řízení;56459;KH SERVIS spol.s r.o.;45279748;20800447;2002-07-04;
08 - Odbor bezpečnosti a krizového řízení;56023;KH SERVIS a.s.;45279748;140800604;2014-09-30;obj.č. BKR/11/14 - demontáž a montáž kamery
08 - Odbor krizového řízení;54504;KH SERVIS a.s.;45279748;110800175;2011-03-31;opravy a udržování obj. 6/2011
08 - Odbor krizového řízení;52781;KH SERVIS a.s.;45279748;90800531;2009-09-11;opravy a udržování - obj.č. 0045/2009
08 - Odbor krizového řízení;52360;KH SERVIS spol.s r.o.;45279748;50800533;2005-06-15;
08 - Odbor krizového řízení;51474;KH SERVIS spol.s r.o.;45279748;20800068;2002-04-02;
08 - Odbor bezpečnosti a krizového řízení;49787;KH SERVIS a.s.;45279748;120800471;2012-07-26;obj. č. 13/12 - oprava kamery č. 410
08 - Odbor krizového řízení;49680;KH SERVIS a.s.;45279748;110800828;2011-12-15;obj. č. 123/2011 - programové vybavení - 3x licence ESRI ArcObjects
08 - Odbor krizového řízení;48252;KH SERVIS a.s.;45279748;110800295;2011-06-07;obj. 31/2011 - opravy a udržování - jednorázový servis a oprava klimatizační jednotky
08 - Odbor bezpečnosti a krizového řízení;47994;KH SERVIS a.s.;45279748;120800169;2012-03-23;obj.č. 6/12 výměna elektroměrového rozvaděče
08 - Odbor bezpečnosti a krizového řízení;47968;KH SERVIS a.s.;45279748;120800472;2012-07-26;obj. č. 14/12 - rekonstrukce SB Antala Staška
08 - Odbor bezpečnosti a krizového řízení;47964;KH SERVIS a.s.;45279748;120800818;2012-12-13;obj. BKR 49/2012 - opětovná montáž kamery č. 106017 - Vlastina 36
08 - Odbor krizového řízení;46743;KH SERVIS spol.s r.o.;45279748;80800165;2008-03-31;opravy a udržování dodavatelsky
08 - Odbor krizového řízení;46482;KH SERVIS spol.s r.o.;45279748;70800654;2007-11-07;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;46200;KH SERVIS a.s.;45279748;130800025;2013-01-04;obj. BKR 50/2012 - údržba - reinstalace informačního serveru MKS
08 - Odbor krizového řízení;45764;KH SERVIS a.s.;45279748;100800651;2010-10-15;opravy a udržování - obj. 85/10
08 - Odbor krizového řízení;45764;KH SERVIS a.s.;45279748;110800462;2011-08-03;obj.č. 54/2011 - opravy a udržování - výměna prasklých krytů
08 - Odbor bezpečnosti a krizového řízení;44424;KH SERVIS a.s.;45279748;120800816;2012-12-13;obj. BKR 47/2012 - opravy - přemístění SB MKS Za Poštovskou zahradou
08 - Odbor krizového řízení;41838;KH SERVIS spol.s r.o.;45279748;70800815;2007-12-13;nákup služeb - obj.č. 0013464
08 - Odbor bezpečnosti a krizového řízení;41328;KH SERVIS a.s.;45279748;130800760;2013-11-25;obj. BKR 63/2013 - oprava poškozeného kamerového stanoviště č. 107033
08 - Odbor krizového řízení;41293;KH SERVIS a.s.;45279748;90800225;2009-04-16;opravy a udržování - obj.č. 00010/2009
08 - Odbor krizového řízení;41220;KH SERVIS a.s.;45279748;100800366;2010-07-01; opravy a udržování - obj. č. 0035/2010
08 - Odbor bezpečnosti a krizového řízení;41220;KH SERVIS a.s.;45279748;120800222;2012-04-17;obj. č. 12/2012 - nákup služeb - zajištění servisu klimatizačních jednotek MKS
08 - Odbor krizového řízení;40846;KH SERVIS spol.s r.o.;45279748;80800589;2008-10-29;nákup služeb - přepojení kam. stanoviště
08 - Odbor bezpečnosti a krizového řízení;40289;KH SERVIS a.s.;45279748;140800808;2014-12-09;obj.č. BKR 66/2014 výměna prasklých 5ks venkovních čirých krytů ke kamerám G3
08 - Odbor krizového řízení;39996;KH SERVIS spol.s r.o.;45279748;50801108;2005-12-15;
08 - Odbor krizového řízení;39984;KH SERVIS spol.s r.o.;45279748;60800618;2006-11-30;
08 - Odbor bezpečnosti a krizového řízení;39984;KH SERVIS a.s.;45279748;120800317;2012-06-13;obj. č. 21/2012 - oprava klimatizace - OŘ PČR Praha II
08 - Odbor bezpečnosti a krizového řízení;39956;KH SERVIS a.s.;45279748;120800467;2012-07-26;obj. č. BKR 9/12 - oprava kamery G3
08 - Odbor krizového řízení;39840;KH SERVIS a.s.;45279748;100800593;2010-09-29;opravy instalace a provoz - obj. 72/10
08 - Odbor krizového řízení;39828;KH SERVIS a.s.;45279748;100800234;2010-05-05;opravy a udržování obj. 18/10
08 - Odbor bezpečnosti a krizového řízení;39744;KH SERVIS a.s.;45279748;120800290;2012-05-29;obj. BKR1/12 opravy a udržování výměna el. rozvaděče u kamery č. 186
08 - Odbor krizového řízení;39607;KH SERVIS a.s.;45279748;90800500;2009-08-20;opravy a udržování - obj. č. 0032/2009
08 - Odbor krizového řízení;39552;KH SERVIS spol.s r.o.;45279748;20800123;2002-05-02;
08 - Odbor krizového řízení;39157;KH SERVIS spol.s r.o.;45279748;80800529;2008-10-01;opravy a udržování
08 - Odbor bezpečnosti a krizového řízení;38705;KH SERVIS a.s.;45279748;130800799;2013-12-05;obj.č. BKR 76/2013 nákup DHM - 1ks LCD televize 46 palcu a 1ks LCD televize 50 palcu
08 - Odbor bezpečnosti a krizového řízení;38342;KH SERVIS a.s.;45279748;130800835;2013-12-11;obj.č. BKR 74/2013 - integrace 3ks kamer
08 - Odbor bezpečnosti a krizového řízení;38000;KH SERVIS a.s.;45279748;130800759;2013-11-25;obj.č. BKR0016/2013 - oprava - nastavení dlouhodobého zamykání kamer
08 - Odbor bezpečnosti a krizového řízení;37909;KH SERVIS a.s.;45279748;140800583;2014-09-15;obj. č. BKR 19/2014 - Opětovná montáž kamery na sloupu VO v ulici Bělehradská a Pod Zvonařskou
08 - Odbor krizového řízení;36000;KH SERVIS a.s.;45279748;100800378;2010-07-02; opravy a udržování obj. č. 36/10
08 - Odbor bezpečnosti a krizového řízení;35804;KH SERVIS a.s.;45279748;130800570;2013-08-26;obj. BKR 44/2013 oprava poškozeného optického kabelu (park Vrchlického sady)
08 - Odbor bezpečnosti a krizového řízení;35731;KH SERVIS a.s.;45279748;130800600;2013-09-10;obj. BKR 42/2013 - oprava klimatizace na OS PČR Praha 2 Sokolovská
